quiestionId,question,answer,timestamp,credits
qid50,Fill in the missing word: The DIFFERENCE of 31 and 20 = ******,eleven,1446158484891,www.cleancaptcha.com
qid51,Fill in the missing word: The DIFFERENCE of 95 and 43 = fifty ***,two,1446158484891,www.cleancaptcha.com
qid52,Fill in the missing word: The SUM of 15 and 47 = sixty ***,two,1446158484891,www.cleancaptcha.com
qid53,Fill in the missing word: The DIFFERENCE of 33 and 12 = ****** one,twenty,1446158484891,www.cleancaptcha.com
qid54,Fill in the missing word: The SUM of 20 and 31 = ***** one,fifty,1446158484891,www.cleancaptcha.com
qid55,Fill in the missing word: The DIFFERENCE of 24 and 19 = ****,five,1446158484891,www.cleancaptcha.com
qid56,Fill in the missing word: The DIFFERENCE of 49 and 9 = *****,forty,1446158484891,www.cleancaptcha.com
qid57,Fill in the missing word: The SUM of 35 and 63 = ****** eight,ninety,1446158484891,www.cleancaptcha.com
qid58,Fill in the missing word: The DIFFERENCE of 37 and 1 = ****** six,thirty,1446158484891,www.cleancaptcha.com
qid59,Fill in the missing word: The DIFFERENCE of 22 and 7 = *******,fifteen,1446158484891,www.cleancaptcha.com
qid60,Fill in the missing word: The SUM of 53 and 74 = *** hundred and twenty seven,one,1446158484891,www.cleancaptcha.com
qid61,Fill in the missing word: The DIFFERENCE of 63 and 11 = fifty ***,two,1446158484891,www.cleancaptcha.com
qid62,Fill in the missing word: The SUM of 10 and 92 = one ******* and two,hundred,1446158484891,www.cleancaptcha.com
qid63,Fill in the missing word: The DIFFERENCE of 48 and 43 = ****,five,1446158484891,www.cleancaptcha.com
qid64,Fill in the missing word: The SUM of 60 and 35 = ****** five,ninety,1446158484891,www.cleancaptcha.com
qid65,Fill in the missing word: The DIFFERENCE of 41 and 0 = forty ***,one,1446158484891,www.cleancaptcha.com
qid66,Fill in the missing word: The SUM of 94 and 86 = one ******* and eighty,hundred,1446158484891,www.cleancaptcha.com
qid67,Fill in the missing word: The DIFFERENCE of 70 and 28 = forty ***,two,1446158484891,www.cleancaptcha.com
qid68,Fill in the missing word: The SUM of 70 and 9 = ******* nine,seventy,1446158484891,www.cleancaptcha.com
qid69,Fill in the missing word: The DIFFERENCE of 4 and 0 = ****,four,1446158484891,www.cleancaptcha.com
qid70,Fill in the missing word: The SUM of 88 and 62 = *** hundred and fifty,one,1446158484891,www.cleancaptcha.com
qid71,Fill in the missing word: The DIFFERENCE of 27 and 4 = ****** three,twenty,1446158484891,www.cleancaptcha.com
qid72,Fill in the missing word: The SUM of 32 and 57 = ****** nine,eighty,1446158484891,www.cleancaptcha.com
qid73,Fill in the missing word: The DIFFERENCE of 57 and 0 = fifty *****,seven,1446158484891,www.cleancaptcha.com
qid74,Fill in the missing word: The SUM of 18 and 91 = one hundred and ****,nine,1446158484891,www.cleancaptcha.com
qid75,Fill in the missing word: The DIFFERENCE of 43 and 3 = *****,forty,1446158484891,www.cleancaptcha.com
qid76,Fill in the missing word: The SUM of 52 and 80 = *** hundred and thirty two,one,1446158484891,www.cleancaptcha.com
qid77,Fill in the missing word: The DIFFERENCE of 67 and 39 = twenty *****,eight,1446158484891,www.cleancaptcha.com
qid78,Fill in the missing word: The SUM of 13 and 71 = ****** four,eighty,1446158484891,www.cleancaptcha.com
qid79,Fill in the missing word: The DIFFERENCE of 73 and 27 = ***** six,forty,1446158484891,www.cleancaptcha.com
qid80,Fill in the missing word: The SUM of 9 and 40 = ***** nine,forty,1446158484891,www.cleancaptcha.com
qid81,Fill in the missing word: The DIFFERENCE of 21 and 2 = ********,nineteen,1446158484891,www.cleancaptcha.com
qid82,Fill in the missing word: The SUM of 44 and 26 = *******,seventy,1446158484891,www.cleancaptcha.com
qid83,Fill in the missing word: The DIFFERENCE of 28 and 25 = *****,three,1446158484891,www.cleancaptcha.com
qid84,Fill in the missing word: The SUM of 66 and 62 = one hundred and twenty *****,eight,1446158484891,www.cleancaptcha.com
qid85,Fill in the missing word: The DIFFERENCE of 67 and 35 = ****** two,thirty,1446158484891,www.cleancaptcha.com
qid86,Fill in the missing word: The SUM of 46 and 46 = ninety ***,two,1446158484891,www.cleancaptcha.com
qid87,Fill in the missing word: The DIFFERENCE of 47 and 36 = ******,eleven,1446158484891,www.cleancaptcha.com
qid88,Fill in the missing word: The SUM of 19 and 57 = ******* six,seventy,1446158484891,www.cleancaptcha.com
qid89,Fill in the missing word: The DIFFERENCE of 48 and 15 = ****** three,thirty,1446158484891,www.cleancaptcha.com
qid90,Fill in the missing word: The SUM of 31 and 16 = forty *****,seven,1446158484891,www.cleancaptcha.com
qid91,Fill in the missing word: The DIFFERENCE of 56 and 40 = *******,sixteen,1446158484891,www.cleancaptcha.com
qid92,Fill in the missing word: The SUM of 63 and 78 = *** hundred and forty ***,one,1446158484891,www.cleancaptcha.com
qid93,Fill in the missing word: The DIFFERENCE of 63 and 45 = ********,eighteen,1446158484891,www.cleancaptcha.com
qid94,Fill in the missing word: The SUM of 23 and 43 = ***** six,sixty,1446158484891,www.cleancaptcha.com
qid95,Fill in the missing word: The DIFFERENCE of 53 and 50 = *****,three,1446158484891,www.cleancaptcha.com
qid96,Fill in the missing word: The SUM of 96 and 79 = one hundred and ******* five,seventy,1446158484891,www.cleancaptcha.com
qid97,Fill in the missing word: The DIFFERENCE of 60 and 37 = ****** three,twenty,1446158484891,www.cleancaptcha.com
qid98,Fill in the missing word: The SUM of 38 and 68 = one ******* and six,hundred,1446158484891,www.cleancaptcha.com
qid99,Fill in the missing word: The DIFFERENCE of 33 and 21 = ******,twelve,1446158484891,www.cleancaptcha.com
qid100,Fill in the missing word: The DIFFERENCE of 51 and 21 = ******,thirty,1446158484891,www.cleancaptcha.com
qid101,Fill in the missing word: The SUM of 26 and 54 = ******,eighty,1446158484891,www.cleancaptcha.com
qid102,Fill in the missing word: The DIFFERENCE of 78 and 30 = ***** eight,forty,1446158484891,www.cleancaptcha.com
qid103,Fill in the missing word: The SUM of 28 and 64 = ****** two,ninety,1446158484891,www.cleancaptcha.com
qid104,Fill in the missing word: The DIFFERENCE of 20 and 0 = ******,twenty,1446158484891,www.cleancaptcha.com
qid105,Fill in the missing word: The SUM of 84 and 90 = *** hundred and seventy four,one,1446158484891,www.cleancaptcha.com
qid106,Fill in the missing word: The DIFFERENCE of 81 and 63 = ********,eighteen,1446158484891,www.cleancaptcha.com
qid107,Fill in the missing word: The SUM of 13 and 2 = *******,fifteen,1446158484891,www.cleancaptcha.com
qid108,Fill in the missing word: The DIFFERENCE of 24 and 9 = *******,fifteen,1446158484891,www.cleancaptcha.com
qid109,Fill in the missing word: The SUM of 17 and 61 = ******* eight,seventy,1446158484891,www.cleancaptcha.com
qid110,Fill in the missing word: The DIFFERENCE of 10 and 2 = *****,eight,1446158484891,www.cleancaptcha.com
qid111,Fill in the missing word: The SUM of 99 and 42 = *** hundred and forty ***,one,1446158484891,www.cleancaptcha.com
qid112,Fill in the missing word: The DIFFERENCE of 39 and 19 = ******,twenty,1446158484891,www.cleancaptcha.com
qid113,Fill in the missing word: The SUM of 62 and 65 = *** hundred and twenty seven,one,1446158484891,www.cleancaptcha.com
qid114,Fill in the missing word: The DIFFERENCE of 77 and 28 = ***** nine,forty,1446158484891,www.cleancaptcha.com
qid115,Fill in the missing word: The SUM of 24 and 45 = sixty ****,nine,1446158484891,www.cleancaptcha.com
qid116,Fill in the missing word: The DIFFERENCE of 41 and 9 = ****** two,thirty,1446158484891,www.cleancaptcha.com
qid117,Fill in the missing word: The SUM of 74 and 23 = ninety *****,seven,1446158484891,www.cleancaptcha.com
qid118,Fill in the missing word: The DIFFERENCE of 77 and 24 = fifty *****,three,1446158484891,www.cleancaptcha.com
qid119,Fill in the missing word: The SUM of 4 and 37 = ***** one,forty,1446158484891,www.cleancaptcha.com
qid120,Fill in the missing word: The DIFFERENCE of 36 and 31 = ****,five,1446158484891,www.cleancaptcha.com
qid121,Fill in the missing word: The SUM of 62 and 4 = ***ty ***,six,1446158484891,www.cleancaptcha.com
qid122,Fill in the missing word: The DIFFERENCE of 93 and 8 = ****** five,eighty,1446158484891,www.cleancaptcha.com
qid123,Fill in the missing word: The SUM of 16 and 0 = *******,sixteen,1446158484891,www.cleancaptcha.com
qid124,Fill in the missing word: The DIFFERENCE of 89 and 84 = ****,five,1446158484891,www.cleancaptcha.com
qid125,Fill in the missing word: The SUM of 27 and 47 = seventy ****,four,1446158484891,www.cleancaptcha.com
qid126,Fill in the missing word: The DIFFERENCE of 82 and 66 = *******,sixteen,1446158484891,www.cleancaptcha.com
qid127,Fill in the missing word: The SUM of 5 and 26 = ****** one,thirty,1446158484891,www.cleancaptcha.com
qid128,Fill in the missing word: The DIFFERENCE of 42 and 40 = ***,two,1446158484891,www.cleancaptcha.com
qid129,Fill in the missing word: The DIFFERENCE of 63 and 44 = ********,nineteen,1446158484891,www.cleancaptcha.com
qid130,Fill in the missing word: The SUM of 27 and 52 = ******* nine,seventy,1446158484891,www.cleancaptcha.com
qid131,Fill in the missing word: The DIFFERENCE of 42 and 30 = ******,twelve,1446158484891,www.cleancaptcha.com
qid132,Fill in the missing word: The SUM of 59 and 41 = *** hundred,one,1446158484891,www.cleancaptcha.com
qid133,Fill in the missing word: The DIFFERENCE of 50 and 9 = ***** one,forty,1446158484891,www.cleancaptcha.com
qid134,Fill in the missing word: The SUM of 34 and 0 = thirty ****,four,1446158484891,www.cleancaptcha.com
qid135,Fill in the missing word: The DIFFERENCE of 54 and 39 = *******,fifteen,1446158484891,www.cleancaptcha.com
qid136,Fill in the missing word: The SUM of 93 and 26 = one ******* and nineteen,hundred,1446158484891,www.cleancaptcha.com
qid137,Fill in the missing word: The DIFFERENCE of 57 and 55 = ***,two,1446158484891,www.cleancaptcha.com
qid138,Fill in the missing word: The SUM of 60 and 96 = one hundred and ***** six,fifty,1446158484891,www.cleancaptcha.com
qid139,Fill in the missing word: The DIFFERENCE of 33 and 11 = twenty ***,two,1446158484891,www.cleancaptcha.com
qid140,Fill in the missing word: The DIFFERENCE of 45 and 13 = ****** two,thirty,1446158484891,www.cleancaptcha.com
qid141,Fill in the missing word: The SUM of 72 and 57 = one ******* and twenty nine,hundred,1446158484891,www.cleancaptcha.com
qid142,Fill in the missing word: The DIFFERENCE of 53 and 52 = ***,one,1446158484891,www.cleancaptcha.com
qid143,Fill in the missing word: The SUM of 91 and 31 = one hundred and twenty ***,two,1446158484891,www.cleancaptcha.com
qid144,Fill in the missing word: The DIFFERENCE of 12 and 7 = ****,five,1446158484891,www.cleancaptcha.com
qid145,Fill in the missing word: The SUM of 66 and 73 = *** hundred and thirty nine,one,1446158484891,www.cleancaptcha.com
qid146,Fill in the missing word: The DIFFERENCE of 48 and 37 = ******,eleven,1446158484891,www.cleancaptcha.com
qid147,Fill in the missing word: The SUM of 39 and 36 = ******* five,seventy,1446158484891,www.cleancaptcha.com
qid148,Fill in the missing word: The DIFFERENCE of 68 and 57 = ******,eleven,1446158484891,www.cleancaptcha.com
qid149,Fill in the missing word: The SUM of 44 and 13 = fifty *****,seven,1446158484891,www.cleancaptcha.com
qid150,Fill in the missing word: The DIFFERENCE of 63 and 23 = *****,forty,1446158484891,www.cleancaptcha.com
qid151,Fill in the missing word: The SUM of 99 and 19 = one hundred and ********,eighteen,1446158484891,www.cleancaptcha.com
qid152,Fill in the missing word: The DIFFERENCE of 4 and 0 = ****,four,1446158484891,www.cleancaptcha.com
qid153,Fill in the missing word: The SUM of 70 and 80 = one ******* and fifty,hundred,1446158484891,www.cleancaptcha.com
qid154,Fill in the missing word: The DIFFERENCE of 37 and 26 = ******,eleven,1446158484891,www.cleancaptcha.com
qid155,Fill in the missing word: The SUM of 91 and 3 = ninety ****,four,1446158484891,www.cleancaptcha.com
qid156,Fill in the missing word: The DIFFERENCE of 93 and 78 = *******,fifteen,1446158484891,www.cleancaptcha.com
qid157,Fill in the missing word: The SUM of 78 and 11 = ****** nine,eighty,1446158484891,www.cleancaptcha.com
qid158,Fill in the missing word: The DIFFERENCE of 66 and 51 = *******,fifteen,1446158484891,www.cleancaptcha.com
qid159,Fill in the missing word: The SUM of 33 and 69 = one hundred and ***,two,1446158484891,www.cleancaptcha.com
qid160,Fill in the missing word: The DIFFERENCE of 7 and 6 = ***,one,1446158484891,www.cleancaptcha.com
qid161,Fill in the missing word: The SUM of 32 and 1 = ****** three,thirty,1446158484891,www.cleancaptcha.com
qid162,Fill in the missing word: The DIFFERENCE of 27 and 18 = ****,nine,1446158484891,www.cleancaptcha.com
qid163,Fill in the missing word: The SUM of 99 and 25 = *** hundred and twenty four,one,1446158484891,www.cleancaptcha.com
qid164,Fill in the missing word: The DIFFERENCE of 44 and 34 = ***,ten,1446158484891,www.cleancaptcha.com
qid165,Fill in the missing word: The SUM of 91 and 19 = *** hundred and ten,one,1446158484891,www.cleancaptcha.com
qid166,Fill in the missing word: The DIFFERENCE of 94 and 16 = ******* eight,seventy,1446158484891,www.cleancaptcha.com
qid167,Fill in the missing word: The SUM of 27 and 5 = ****** two,thirty,1446158484891,www.cleancaptcha.com
qid168,Fill in the missing word: The DIFFERENCE of 69 and 6 = sixty *****,three,1446158484891,www.cleancaptcha.com
qid169,Fill in the missing word: The SUM of 66 and 18 = eighty ****,four,1446158484891,www.cleancaptcha.com
qid170,Fill in the missing word: The DIFFERENCE of 55 and 11 = forty ****,four,1446158484891,www.cleancaptcha.com
qid171,Fill in the missing word: The SUM of 2 and 13 = *******,fifteen,1446158484891,www.cleancaptcha.com
qid172,Fill in the missing word: The DIFFERENCE of 65 and 34 = thirty ***,one,1446158484891,www.cleancaptcha.com
qid173,Fill in the missing word: The SUM of 22 and 43 = sixty ****,five,1446158484891,www.cleancaptcha.com
qid174,Fill in the missing word: The DIFFERENCE of 93 and 2 = ****** one,ninety,1446158484891,www.cleancaptcha.com
qid175,Fill in the missing word: The SUM of 59 and 89 = one hundred and ***** eight,forty,1446158484891,www.cleancaptcha.com
qid176,Fill in the missing word: The DIFFERENCE of 93 and 87 = ***,six,1446158484891,www.cleancaptcha.com
qid177,Fill in the missing word: The SUM of 42 and 29 = seventy ***,one,1446158484891,www.cleancaptcha.com
qid178,Fill in the missing word: The DIFFERENCE of 87 and 28 = ***** nine,fifty,1446158484891,www.cleancaptcha.com
qid179,Fill in the missing word: The DIFFERENCE of 78 and 30 = forty *****,eight,1446158484891,www.cleancaptcha.com
qid180,Fill in the missing word: The SUM of 22 and 93 = one hundred and *******,fifteen,1446158484891,www.cleancaptcha.com
qid181,Fill in the missing word: The DIFFERENCE of 32 and 15 = *********,seventeen,1446158484891,www.cleancaptcha.com
qid182,Fill in the missing word: The SUM of 40 and 15 = fifty ****,five,1446158484891,www.cleancaptcha.com
qid183,Fill in the missing word: The DIFFERENCE of 84 and 17 = ***** seven,sixty,1446158484891,www.cleancaptcha.com
qid184,Fill in the missing word: The SUM of 67 and 71 = one hundred and thirty *****,eight,1446158484891,www.cleancaptcha.com
qid185,Fill in the missing word: The DIFFERENCE of 67 and 23 = ***** four,forty,1446158484891,www.cleancaptcha.com
qid186,Fill in the missing word: The SUM of 19 and 58 = *****ty *****,seven,1446158484891,www.cleancaptcha.com
qid187,Fill in the missing word: The DIFFERENCE of 89 and 71 = ********,eighteen,1446158484891,www.cleancaptcha.com
qid188,Fill in the missing word: The SUM of 42 and 59 = *** hundred and ***,one,1446158484891,www.cleancaptcha.com
qid189,Fill in the missing word: The DIFFERENCE of 12 and 10 = ***,two,1446158484891,www.cleancaptcha.com
qid190,Fill in the missing word: The SUM of 26 and 74 = *** hundred,one,1446158484891,www.cleancaptcha.com
qid191,Fill in the missing word: The DIFFERENCE of 71 and 46 = ****** five,twenty,1446158484891,www.cleancaptcha.com
qid192,Fill in the missing word: The SUM of 76 and 67 = one ******* and forty three,hundred,1446158484891,www.cleancaptcha.com
qid193,Fill in the missing word: The DIFFERENCE of 71 and 1 = *******,seventy,1446158484891,www.cleancaptcha.com
qid194,Fill in the missing word: The SUM of 77 and 19 = ninety ***,six,1446158484891,www.cleancaptcha.com
qid195,Fill in the missing word: The DIFFERENCE of 16 and 11 = ****,five,1446158484891,www.cleancaptcha.com
qid196,Fill in the missing word: The SUM of 73 and 59 = one ******* and thirty two,hundred,1446158484891,www.cleancaptcha.com
qid197,Fill in the missing word: The DIFFERENCE of 1 and 0 = ***,one,1446158484891,www.cleancaptcha.com
qid198,Fill in the missing word: The SUM of 46 and 38 = ****** four,eighty,1446158484891,www.cleancaptcha.com
qid199,Fill in the missing word: The DIFFERENCE of 44 and 25 = ********,nineteen,1446158484891,www.cleancaptcha.com
qid200,Fill in the missing word: The SUM of 65 and 7 = seventy ***,two,1446158484891,www.cleancaptcha.com
qid201,Fill in the missing word: The DIFFERENCE of 32 and 12 = ******,twenty,1446158484891,www.cleancaptcha.com
qid202,Fill in the missing word: The SUM of 16 and 27 = forty *****,three,1446158484891,www.cleancaptcha.com
qid203,Fill in the missing word: The DIFFERENCE of 62 and 1 = ***** one,sixty,1446158484891,www.cleancaptcha.com
qid204,Fill in the missing word: The SUM of 60 and 35 = ninety ****,five,1446158484891,www.cleancaptcha.com
qid205,Fill in the missing word: The DIFFERENCE of 15 and 0 = *******,fifteen,1446158484891,www.cleancaptcha.com
qid206,Fill in the missing word: The SUM of 48 and 18 = ***ty ***,six,1446158484891,www.cleancaptcha.com
qid207,Fill in the missing word: The DIFFERENCE of 65 and 54 = ******,eleven,1446158484891,www.cleancaptcha.com
qid208,Fill in the missing word: The SUM of 71 and 6 = ******* seven,seventy,1446158484891,www.cleancaptcha.com
qid209,Fill in the missing word: The DIFFERENCE of 6 and 5 = ***,one,1446158484891,www.cleancaptcha.com
qid210,Fill in the missing word: The SUM of 11 and 27 = thirty *****,eight,1446158484891,www.cleancaptcha.com
qid211,Fill in the missing word: The DIFFERENCE of 42 and 6 = thirty ***,six,1446158484891,www.cleancaptcha.com
qid212,Fill in the missing word: The SUM of 82 and 29 = one hundred and ******,eleven,1446158484891,www.cleancaptcha.com
qid213,Fill in the missing word: The DIFFERENCE of 18 and 14 = ****,four,1446158484891,www.cleancaptcha.com
qid214,Fill in the missing word: The SUM of 23 and 2 = twenty ****,five,1446158484891,www.cleancaptcha.com
qid215,Fill in the missing word: The DIFFERENCE of 50 and 17 = thirty *****,three,1446158484891,www.cleancaptcha.com
qid216,Fill in the missing word: The SUM of 31 and 77 = one ******* and eight,hundred,1446158484891,www.cleancaptcha.com
qid217,Fill in the missing word: The DIFFERENCE of 32 and 5 = twenty *****,seven,1446158484891,www.cleancaptcha.com
qid218,Fill in the missing word: The SUM of 36 and 21 = ***** seven,fifty,1446158484891,www.cleancaptcha.com
qid219,Fill in the missing word: The DIFFERENCE of 55 and 33 = ****** two,twenty,1446158484891,www.cleancaptcha.com
qid220,Fill in the missing word: The SUM of 22 and 48 = *******,seventy,1446158484891,www.cleancaptcha.com
qid221,Fill in the missing word: The DIFFERENCE of 4 and 0 = ****,four,1446158484891,www.cleancaptcha.com
qid222,Fill in the missing word: The SUM of 4 and 4 = *****,eight,1446158484891,www.cleancaptcha.com
qid223,Fill in the missing word: The DIFFERENCE of 37 and 28 = ****,nine,1446158484891,www.cleancaptcha.com
qid224,Fill in the missing word: The DIFFERENCE of 48 and 9 = thirty ****,nine,1446158484891,www.cleancaptcha.com
qid225,Fill in the missing word: The SUM of 77 and 92 = one ******* and sixty nine,hundred,1446158484891,www.cleancaptcha.com
qid226,Fill in the missing word: The DIFFERENCE of 64 and 3 = ***** one,sixty,1446158484891,www.cleancaptcha.com
qid227,Fill in the missing word: The DIFFERENCE of 88 and 59 = ****** nine,twenty,1446158484891,www.cleancaptcha.com
qid228,Fill in the missing word: The SUM of 23 and 12 = thirty ****,five,1446158484891,www.cleancaptcha.com
qid229,Fill in the missing word: The DIFFERENCE of 17 and 16 = ***,one,1446158484891,www.cleancaptcha.com
qid230,Fill in the missing word: The SUM of 42 and 27 = ***** nine,sixty,1446158484891,www.cleancaptcha.com
qid231,Fill in the missing word: The DIFFERENCE of 73 and 51 = ****** two,twenty,1446158484891,www.cleancaptcha.com
qid232,Fill in the missing word: The DIFFERENCE of 24 and 18 = ***,six,1446158484891,www.cleancaptcha.com
qid233,Fill in the missing word: The SUM of 21 and 93 = one hundred and ********,fourteen,1446158484891,www.cleancaptcha.com
qid234,Fill in the missing word: The DIFFERENCE of 45 and 0 = ***** five,forty,1446158484891,www.cleancaptcha.com
qid235,Fill in the missing word: The SUM of 48 and 21 = sixty ****,nine,1446158484891,www.cleancaptcha.com
qid236,Fill in the missing word: The DIFFERENCE of 22 and 20 = ***,two,1446158484891,www.cleancaptcha.com
qid237,Fill in the missing word: The SUM of 40 and 30 = *******,seventy,1446158484891,www.cleancaptcha.com
qid238,Fill in the missing word: The DIFFERENCE of 81 and 21 = *****,sixty,1446158484891,www.cleancaptcha.com
qid239,Fill in the missing word: The SUM of 57 and 10 = ***** seven,sixty,1446158484891,www.cleancaptcha.com
qid240,Fill in the missing word: The DIFFERENCE of 91 and 14 = ******* seven,seventy,1446158484891,www.cleancaptcha.com
qid241,Fill in the missing word: The SUM of 87 and 95 = *** hundred and eighty two,one,1446158484891,www.cleancaptcha.com
qid242,Fill in the missing word: The DIFFERENCE of 39 and 27 = ******,twelve,1446158484891,www.cleancaptcha.com
qid243,Fill in the missing word: The SUM of 42 and 30 = ******* two,seventy,1446158484891,www.cleancaptcha.com
qid244,Fill in the missing word: The DIFFERENCE of 91 and 12 = seventy ****,nine,1446158484891,www.cleancaptcha.com
qid245,Fill in the missing word: The SUM of 81 and 6 = eighty *****,seven,1446158484891,www.cleancaptcha.com
qid246,Fill in the missing word: The DIFFERENCE of 6 and 2 = ****,four,1446158484891,www.cleancaptcha.com
qid247,Fill in the missing word: The SUM of 58 and 90 = one hundred and ***** eight,forty,1446158484891,www.cleancaptcha.com
qid248,Fill in the missing word: The DIFFERENCE of 87 and 76 = ******,eleven,1446158484891,www.cleancaptcha.com
qid249,Fill in the missing word: The SUM of 21 and 86 = one hundred and *****,seven,1446158484891,www.cleancaptcha.com
qid250,Fill in the missing word: The DIFFERENCE of 79 and 47 = thirty ***,two,1446158484891,www.cleancaptcha.com
qid251,Fill in the missing word: The SUM of 19 and 78 = ****** seven,ninety,1446158484891,www.cleancaptcha.com
qid252,Fill in the missing word: The DIFFERENCE of 79 and 70 = ****,nine,1446158484891,www.cleancaptcha.com
